Report_No,Involvement,Race,Sex,Age,Firearm Used Flag  
110020362,VIC,W,M,25,N
110020364,SUS,B,F,,N
110020364,SUS,B,F,,N
110020364,VIC,B,F,22,N
110020366,ARR,B,M,41,N
110020366,VIC,W,M,63,N
110020368,VIC,,,,Y
110020369,SUS,W,M,,N
110020369,VIC,,,,N
110020370,SUS,U,U,,N
110020370,VIC,W,F,24,N
110020371,SUS,B,M,50,N
110020371,VIC,B,F,8,N
110020374,SUS,U,U,,N
110020374,VIC,B,F,41,N
110020374,VIC,B,M,17,N
110020375,ARR,W,F,56,N
110020375,VIC,,,,N
110020377,SUS,U,U,,N
110020377,VIC,B,M,22,N
110020378,SUS,W,M,40,N
110020378,VIC,W,F,40,N
110020380,SUS,U,U,,N
110020380,VIC,B,F,29,N
110020381,SUS,U,U,,N
110020381,VIC,W,M,21,N
110020384,SUS,B,F,22,N
110020384,SUS,B,F,29,N
110020384,VIC,B,F,27,N
110020385,SUS,U,U,,N
110020385,VIC,W,F,20,N
110020386,SUS,W,F,26,N
110020386,VIC,W,M,23,N
110020387,ARR,B,M,46,N
110020387,VIC,B,F,44,N
110020387,VIC,B,M,46,N
110020389,SUS,B,M,,Y
110020389,VIC,B,M,17,Y
110020390,SUS,U,U,,N
110020390,VIC,B,F,40,N
110020391,ARR,B,F,32,N
110020391,VIC,,,,N
110020393,VIC,B,M,45,N
110020394,ARR,B,M,34,N
110020394,VIC,,,,N
110020395,ARR,B,M,47,N
110020395,VIC,,,,N
110020397,SUS,U,U,,N
110020397,VIC,W,F,44,N
110020398,SUS,B,M,25,N
110020398,VIC,W,F,26,N
110020402,SUS,W,M,24,Y
110020402,VIC,W,M,21,Y
110020402,VIC,W,F,18,Y
110020402,VIC,W,M,19,Y
110020403,VIC,W,M,47,N
110020403,VIC,W,M,43,N
110020404,VIC,,,,Y
110020404,VIC,,,,Y
110020404,VIC,,,,N
110020404,VIC,,,,N
110020406,SUS,U,U,,N
110020406,VIC,W,M,50,N
110020407,SUS,U,U,,N
110020407,VIC,W,F,31,N
110020408,SUS,U,U,,N
110020408,VIC,W,M,48,N
110020409,SUS,U,U,,N
110020409,VIC,B,M,54,N
110020411,ARR,B,M,26,N
110020411,VIC,,,,N
110020412,ARR,B,M,25,N
110020412,VIC,,,,N
110020414,SUS,B,M,35,N
110020414,VIC,B,M,54,N
110020416,ARR,W,F,25,N
110020416,VIC,,,,N
110020417,ARR,B,M,31,N
110020417,VIC,,,,N
110020418,SUS,U,U,,N
110020418,VIC,W,M,62,N
110020420,ARR,B,F,48,N
110020420,VIC,B,M,61,N
110020421,SUS,W,M,53,Y
110020421,VIC,W,M,27,Y
110020422,SUS,U,U,,N
110020422,VIC,W,M,41,N
110020423,SUS,B,M,25,Y
110020423,SUS,B,M,25,Y
110020423,VIC,B,F,37,Y
110020425,SUS,B,M,37,N
110020425,VIC,,,,N
110020426,ARR,B,M,22,N
110020426,VIC,B,F,25,N
110020426,ARR,B,M,22,N
110020426,VIC,B,F,25,N
110020427,VIC,,,,Y
110020428,ARR,B,M,57,N
110020429,ARR,B,M,25,N
110020429,VIC,W,F,32,N
110020429,ARR,B,M,25,N
110020429,VIC,W,F,32,N
110020430,ARR,B,M,23,N
110020430,VIC,W,M,26,N
110020431,SUS,W,M,,N
110020432,SUS,U,U,,N
110020432,VIC,B,F,31,N
110020435,SUS,U,U,,N
110020435,VIC,W,F,27,N
110020436,SUS,U,U,,N
110020436,VIC,W,F,22,N
110020437,SUS,U,M,,N
110020437,VIC,W,F,46,N
110020438,SUS,U,U,,N
110020438,SUS,B,M,,N
110020438,VIC,W,M,36,N
110020439,ARR,B,M,19,N
110020439,ARR,B,M,27,N
110020439,VIC,,,,N
110020439,VIC,,,,N
110020439,ARR,B,M,19,N
110020439,ARR,B,M,27,N
110020439,VIC,,,,N
110020439,VIC,,,,N
110020440,SUS,U,U,,N
110020440,VIC,W,F,24,N
110020441,ARR,B,M,22,N
110020441,VIC,,,,N
110020442,SUS,U,U,,N
110020442,VIC,W,F,26,N
110020442,VIC,W,F,22,N
110020442,VIC,W,F,21,N
110020444,SUS,B,M,,N
110020444,VIC,W,M,71,N
110020445,SUS,U,U,,N
110020445,VIC,W,M,23,N
110020446,ARR,W,M,24,N
110020446,VIC,,,,N
110020447,SUS,W,F,27,N
110020447,VIC,B,M,33,N
110020447,VIC,W,F,38,N
110020447,SUS,W,F,27,N
110020447,VIC,B,M,33,N
110020447,VIC,W,F,38,N
110020448,SUS,U,U,,N
110020448,VIC,B,F,43,N
110020449,SUS,W,M,34,N
110020449,SUS,W,F,29,N
110020449,VIC,W,M,34,N
110020449,VIC,W,F,29,N
110020450,SUS,B,M,,N
110020450,VIC,,,,N
110020452,ARR,B,M,57,N
110020452,VIC,,,,N
110020453,ARR,B,M,25,N
110020453,ARR,B,M,23,N
110020453,VIC,,,,N
110020454,VIC,W,M,26,N
110020456,SUS,B,M,,Y
110020456,SUS,U,U,,Y
110020456,VIC,B,M,21,Y
110020456,VIC,B,M,21,Y
110020456,VIC,B,M,22,Y
110020458,SUS,U,U,,N
110020458,VIC,W,F,21,N
110020460,ARR,W,F,29,N
110020460,VIC,,,,N
110020460,VIC,,,,N
110020460,SUS,W,F,29,N
110020460,ARR,W,F,29,N
110020460,VIC,,,,N
110020460,VIC,,,,N
110020461,ARR,W,M,25,N
110020461,VIC,W,F,21,N
110020461,VIC,,,,N
110020461,ARR,W,M,25,N
110020461,VIC,W,F,21,N
110020461,VIC,,,,N
110020464,ARR,B,F,21,N
110020465,SUS,B,M,,N
110020465,SUS,B,M,,N
110020465,SUS,B,M,,N
110020465,VIC,U,U,,N
110020466,ARR,B,M,32,N
110020466,VIC,,,,N
110020468,SUS,B,M,21,N
110020468,VIC,B,F,20,N
110020469,SUS,U,U,,N
110020469,VIC,B,M,31,N
110020471,SUS,W,M,,N
110020471,SUS,W,F,,N
110020471,VIC,,,,N
110020473,ARR,W,F,25,N
110020473,VIC,,,,N
110020474,SUS,B,M,28,N
110020474,VIC,B,F,23,N
110020475,ARR,B,M,22,Y
110020475,VIC,,,,Y
110020476,ARR,B,M,25,N
110020478,SUS,B,F,18,N
110020478,VIC,B,M,14,N
110020479,SUS,B,M,49,N
110020479,VIC,W,F,48,N
110020482,SUS,W,F,30,N
110020482,VIC,W,M,31,N
110020483,SUS,U,U,,N
110020483,VIC,W,F,28,N
110020485,SUS,U,U,,N
110020485,VIC,W,F,44,N
110020486,SUS,U,U,,N
110020486,VIC,W,M,21,N
110020487,SUS,U,U,,N
110020487,VIC,W,M,28,N
110020489,SUS,U,U,,N
110020489,VIC,W,F,24,N
110020491,VIC,,,,N
110020492,SUS,U,U,,N
110020492,VIC,W,M,31,N
110020493,SUS,B,M,48,N
110020493,SUS,B,F,48,N
110020493,VIC,B,M,48,N
110020493,VIC,B,F,48,N
110020496,SUS,U,U,,N
110020496,VIC,W,M,62,N
110020497,SUS,U,U,,N
110020497,VIC,W,M,36,N
110020498,SUS,U,U,,N
110020498,VIC,B,F,27,N
110020499,SUS,W,M,32,N
110020499,VIC,W,M,36,N
110020499,SUS,W,M,32,N
110020499,VIC,W,M,36,N
110020501,SUS,U,U,,N
110020501,VIC,B,F,53,N
110020502,SUS,U,U,,N
110020502,VIC,W,F,20,N
110020502,SUS,U,U,,N
110020502,VIC,W,F,20,N
110020503,SUS,U,U,,N
110020503,VIC,B,F,74,N
110020505,SUS,U,U,,N
110020505,VIC,W,M,85,N
110020507,SUS,U,U,,N
110020507,VIC,W,F,23,N
110020509,ARR,B,F,28,N
110020509,ARR,B,M,50,N
110020509,VIC,B,M,30,N
110020512,SUS,U,U,,N
110020512,VIC,W,M,26,N
110020513,SUS,U,U,,N
110020513,VIC,W,F,33,N
110020517,ARR,B,M,22,N
110020517,VIC,W,F,19,N
110020518,SUS,U,U,,N
110020518,VIC,W,M,20,N
110020520,SUS,U,U,,N
110020520,VIC,W,M,44,N
110020520,VIC,W,M,32,N
110020521,ARR,W,M,18,N
110020521,VIC,W,M,13,N
110020522,SUS,U,U,,N
110020522,VIC,W,F,23,N
110020523,ARR,W,M,39,N
110020523,VIC,,,,N
110020523,ARR,W,M,39,N
110020523,VIC,,,,N
110020524,SUS,U,U,,N
110020524,VIC,W,F,38,N
110020526,SUS,U,U,,N
110020526,VIC,W,M,25,N
110020527,SUS,W,M,25,N
110020527,VIC,W,F,28,N
110020528,SUS,U,U,,N
110020528,VIC,B,M,70,N
110020530,SUS,U,U,,N
110020530,VIC,W,M,40,N
110020531,ARR,W,M,63,N
110020531,VIC,,,,N
110020533,VIC,,,,Y
110020534,SUS,B,M,,N
110020534,VIC,W,F,68,N
110020535,SUS,U,U,,N
110020535,VIC,W,M,61,N
110020537,VIC,,,,N
110020539,SUS,U,U,,N
110020539,VIC,W,M,71,N
110020541,ARR,W,F,51,N
110020541,VIC,,,,N
110020541,VIC,,,,N
110020541,ARR,W,F,51,N
110020541,VIC,,,,N
110020541,VIC,,,,N
110020542,SUS,W,F,53,N
110020542,VIC,,,,N
110020544,ARR,W,M,60,N
110020544,VIC,,,,N
110020547,SUS,W,M,,Y
110020547,VIC,W,M,44,Y
110020547,VIC,W,F,43,Y
110020547,VIC,W,M,17,Y
110020547,VIC,W,F,11,Y
110020547,VIC,W,F,11,Y
110020547,VIC,W,F,6,Y
110020547,VIC,W,M,11,Y
110020549,SUS,U,U,,N
110020549,VIC,B,M,64,N
110020549,VIC,B,M,71,N
110020550,SUS,U,U,,N
110020550,VIC,W,M,24,N
110020550,VIC,W,F,22,N
110020551,ARR,B,M,52,N
110020551,VIC,,,,N
110020552,SUS,B,M,11,N
110020552,VIC,B,M,12,N
110020553,ARR,W,M,65,N
110020553,VIC,B,M,51,N
110020554,SUS,U,U,,N
110020554,VIC,,,,N
110020556,SUS,U,U,,N
110020556,VIC,B,M,52,N
110020557,ARR,B,F,32,Y
110020557,VIC,B,F,28,Y
110020557,VIC,,,,Y
110020557,ARR,B,F,32,N
110020557,SUS,B,F,33,N
110020557,VIC,B,F,28,N
110020557,VIC,B,F,28,N
110020557,VIC,,,,N
110020558,SUS,U,U,,N
110020558,VIC,W,F,54,N
110020560,SUS,B,M,20,N
110020560,VIC,W,M,52,N
110020561,SUS,U,U,,N
110020561,VIC,W,F,18,N
110020562,ARR,B,F,22,N
110020562,VIC,B,F,24,N
110020564,SUS,B,M,25,N
110020564,SUS,B,M,25,N
110020564,VIC,,,,N
110020565,ARR,B,M,12,N
110020565,ARR,B,M,16,N
110020565,SUS,B,M,,N
110020565,SUS,B,M,,N
110020565,VIC,B,M,49,N
110020565,ARR,B,M,12,N
110020565,ARR,B,M,16,N
110020565,SUS,B,M,,N
110020565,SUS,B,M,,N
110020565,VIC,B,M,49,N
110020566,ARR,B,F,26,N
110020566,VIC,,,,N
110020567,SUS,U,U,,N
110020567,VIC,B,F,49,N
110020571,ARR,W,F,32,N
110020571,VIC,,,,N
110020571,VIC,,,,N
110020571,ARR,W,F,32,N
110020571,VIC,,,,N
110020571,VIC,,,,N
110020572,SUS,W,M,28,N
110020572,VIC,,,,N
110020573,SUS,U,U,,N
110020573,VIC,,,,N
110020573,SUS,U,U,,N
110020573,VIC,,,,N
110020573,SUS,U,U,,N
110020573,VIC,,,,N
110020574,SUS,B,M,18,Y
110020574,VIC,B,F,19,Y
110020574,VIC,B,M,18,Y
110020574,VIC,I,F,43,Y
110020574,VIC,B,M,17,Y
110020574,VIC,,,,Y
110020575,SUS,U,U,,N
110020575,VIC,B,F,41,N
110020577,SUS,U,U,,N
110020577,VIC,B,F,45,N
110020577,VIC,B,F,28,N
110020578,SUS,B,M,30,N
110020578,VIC,W,F,19,N
110020579,SUS,U,U,,N
110020579,VIC,B,M,31,N
110020582,SUS,U,U,,N
110020582,VIC,W,M,28,N
110020583,ARR,W,F,58,N
110020583,SUS,W,F,58,N
110020583,VIC,,,,N
110020585,SUS,U,U,,N
110020585,VIC,B,F,21,N
110020592,SUS,U,U,,N
110020592,VIC,W,M,44,N
110020592,SUS,U,U,,N
110020592,VIC,W,M,44,N
110020593,SUS,U,U,,N
110020593,VIC,B,M,34,N
110020594,SUS,W,M,36,N
110020594,VIC,W,M,39,N
110020596,ARR,B,M,43,N
110020596,VIC,B,F,39,N
110020597,SUS,B,F,31,N
110020597,VIC,B,M,27,N
110020598,SUS,U,U,,Y
110020598,VIC,B,M,21,Y
110020599,SUS,W,M,27,N
110020599,SUS,W,F,,N
110020599,VIC,W,F,3,N
110020601,ARR,B,M,36,N
110020601,VIC,,,,N
110020602,SUS,U,U,,N
110020602,VIC,W,M,24,N
110020602,VIC,W,M,28,N
110020603,SUS,B,M,,Y
110020603,VIC,B,M,24,Y
110020603,VIC,B,F,18,Y
110020603,VIC,B,M,20,Y
110020603,VIC,B,M,24,Y
110020603,VIC,B,F,17,Y
110020603,VIC,,,,Y
110020604,SUS,B,M,24,N
110020604,VIC,B,F,29,N
110020604,SUS,B,M,24,N
110020604,VIC,B,F,29,N
110020606,ARR,W,F,43,N
110020606,VIC,W,M,49,N
110020608,ARR,W,M,40,N
110020608,VIC,W,F,37,N
110020609,ARR,W,M,27,N
110020610,ARR,B,M,23,N
110020610,VIC,,,,N
110020614,SUS,U,U,,N
110020614,VIC,B,F,86,N
110020615,ARR,B,M,27,N
110020615,VIC,,,,N
110020615,ARR,B,M,27,N
110020615,VIC,,,,N
110020620,SUS,U,U,,N
110020620,VIC,B,M,27,N
110020622,SUS,U,U,,N
110020622,VIC,W,M,31,N
110020622,VIC,W,F,28,N
110020624,SUS,U,U,,N
110020624,VIC,,,,N
110020625,ARR,W,M,38,N
110020625,VIC,,,,N
110020626,ARR,B,F,32,N
110020626,VIC,,,,N
110020627,SUS,U,U,,N
110020627,VIC,W,M,27,N
110020627,SUS,U,U,,N
110020627,VIC,W,M,27,N
110020630,SUS,U,U,,N
110020630,VIC,W,M,50,N
110020632,SUS,U,U,,N
110020632,VIC,W,M,25,N
110020632,VIC,U,U,,N
110020633,SUS,U,U,,N
110020633,VIC,W,F,24,N
110020634,SUS,U,U,,N
110020634,VIC,W,F,51,N
110020635,SUS,U,U,,N
110020635,VIC,W,F,25,N
110020636,SUS,B,M,20,N
110020636,VIC,,,,N
110020637,SUS,U,M,,N
110020637,VIC,W,F,37,N
110020637,VIC,U,U,,N
110020639,SUS,U,U,,N
110020639,VIC,W,F,31,N
110020639,SUS,U,U,,N
110020639,VIC,W,F,31,N
110020641,SUS,U,U,,N
110020641,VIC,W,M,47,N
110020642,SUS,U,U,,N
110020642,VIC,W,F,45,N
110020643,SUS,B,F,37,N
110020643,VIC,B,M,27,N
110020643,VIC,B,M,31,N
110020644,SUS,W,M,32,N
110020644,VIC,W,F,30,N
110020646,SUS,U,U,,N
110020646,VIC,W,M,31,N
110020647,SUS,U,U,,N
110020647,VIC,,,,N
110020647,SUS,U,U,,N
110020647,VIC,,,,N
110020650,SUS,U,U,,N
110020650,VIC,W,M,30,N
110020651,SUS,U,U,,N
110020651,VIC,W,M,80,N
110020652,SUS,U,U,,N
110020652,VIC,U,U,,N
110020654,SUS,U,U,,N
110020654,VIC,W,M,49,N
110020655,SUS,U,U,,N
110020655,VIC,W,M,25,N
110020656,SUS,U,U,,N
110020656,VIC,W,M,25,N
110020658,ARR,B,M,33,N
110020658,VIC,,,,N
110020658,ARR,B,M,33,N
110020658,VIC,,,,N
110020659,SUS,U,U,,N
110020659,VIC,W,F,25,N
110020660,SUS,U,U,,N
110020660,VIC,,,,N
110020661,VIC,,,,N
110020663,SUS,U,U,,N
110020663,VIC,B,M,23,N
110020664,SUS,U,U,,N
110020664,VIC,W,F,86,N
110020667,SUS,U,U,,N
110020667,VIC,W,M,47,N
110020669,SUS,U,U,,N
110020669,VIC,B,F,34,N
110020670,SUS,W,M,27,N
110020670,VIC,W,F,30,N
110020671,SUS,U,U,,N
110020671,VIC,W,M,37,N
110020675,SUS,B,F,,N
110020675,VIC,W,M,81,N
110020676,SUS,U,U,,N
110020676,VIC,B,F,61,N
110020678,SUS,U,U,,N
110020678,VIC,W,F,25,N
110020679,SUS,U,U,,N
110020679,VIC,,,,N
110020682,SUS,U,U,,N
110020682,VIC,B,M,75,N
110020684,VIC,W,F,38,N
110020686,SUS,U,U,,N
110020686,VIC,U,U,,N
110020690,SUS,U,U,,N
110020690,VIC,W,F,27,N
110020692,SUS,U,U,,N
110020692,VIC,W,F,64,N
110020693,SUS,U,U,,N
110020693,VIC,W,M,59,N
110020694,SUS,U,U,,N
110020694,VIC,W,M,20,N
110020697,ARR,W,M,53,N
110020697,VIC,,,,N
110020698,ARR,B,M,54,N
110020698,VIC,,,,N
110020699,SUS,U,U,,N
110020699,VIC,B,M,67,N
110020708,SUS,U,U,,N
110020708,VIC,B,F,40,N
110020709,SUS,U,U,,N
110020709,VIC,W,M,25,N
110020712,SUS,U,U,,N
110020712,VIC,W,F,22,N
110020713,SUS,B,M,,Y
110020713,SUS,B,M,,Y
110020713,VIC,W,M,28,Y
110020713,VIC,W,F,45,Y
110020717,SUS,U,U,,N
110020717,VIC,A,M,26,N
110020718,SUS,U,U,,N
110020718,VIC,W,M,45,N
110020721,SUS,B,F,49,N
110020721,VIC,B,F,30,N
110020722,SUS,W,M,29,N
110020722,VIC,,,,N
110020722,SUS,W,M,29,N
110020722,VIC,,,,N
110020724,SUS,U,U,,N
110020724,VIC,A,M,39,N
110020727,SUS,U,U,,N
110020727,VIC,W,M,42,N
110020727,SUS,U,U,,N
110020727,VIC,W,M,42,N
110020729,SUS,B,M,,N
110020729,SUS,U,M,,N
110020729,VIC,W,M,31,N
110020730,SUS,U,U,,N
110020730,VIC,,,,N
110020731,SUS,B,M,22,N
110020731,VIC,,,,N
110020737,SUS,B,M,50,N
110020737,SUS,B,F,40,N
110020737,VIC,,,,N
110020740,SUS,U,U,,N
110020740,VIC,W,M,44,N
110020743,SUS,U,U,,N
110020743,VIC,W,F,59,N
110020744,SUS,U,U,,N
110020744,VIC,W,M,26,N
110020744,SUS,U,U,,N
110020744,VIC,W,M,26,N
110020746,SUS,U,U,,N
110020746,VIC,A,F,77,N
110020747,SUS,U,U,,N
110020747,VIC,W,M,63,N
110020748,SUS,U,U,,N
110020748,VIC,B,F,46,N
110020753,SUS,B,M,16,Y
110020753,SUS,B,M,16,Y
110020753,VIC,B,F,34,Y
110020755,SUS,U,U,,N
110020755,VIC,W,M,61,N
110020756,SUS,U,U,,N
110020756,VIC,W,M,22,N
110020757,SUS,U,U,,N
110020757,VIC,W,M,74,N
110020758,SUS,U,U,,N
110020758,VIC,W,F,55,N
110020759,VIC,,,,Y
110020763,SUS,B,M,26,N
110020763,VIC,B,F,28,N
110020763,SUS,B,M,26,N
110020763,VIC,B,F,28,N
110020764,SUS,B,F,28,N
110020764,VIC,U,U,,N
110020768,VIC,,,,Y
110020769,SUS,U,U,,N
110020769,VIC,,,,N
110020770,SUS,U,U,,N
110020770,VIC,B,F,38,N
110020771,SUS,W,F,23,N
110020771,VIC,B,M,7,N
110020772,SUS,B,F,21,N
110020772,VIC,B,F,24,N
110020773,SUS,U,U,,N
110020773,VIC,B,M,40,N
110020775,SUS,U,U,,N
110020775,VIC,B,M,28,N
110020777,SUS,U,U,,N
110020777,VIC,B,F,59,N
110020778,SUS,U,M,,Y
110020778,VIC,W,F,2,Y
110020779,SUS,U,U,,N
110020779,VIC,W,M,62,N
110020784,SUS,U,U,,N
110020784,VIC,W,F,46,N
110020789,ARR,W,F,20,N
110020789,VIC,,,,N
110020792,SUS,U,U,,N
110020792,VIC,W,M,30,N
110020792,SUS,U,U,,N
110020792,VIC,W,M,30,N
110020794,SUS,B,F,20,Y
110020794,VIC,B,F,19,Y
110020796,SUS,U,U,,N
110020796,VIC,,,,N
110020797,SUS,B,M,51,N
110020797,SUS,B,F,42,N
110020799,SUS,W,M,50,N
110020799,VIC,W,F,39,N
110020799,VIC,W,F,21,N
110020805,SUS,U,U,,N
110020805,VIC,W,M,33,N
110020806,SUS,U,U,,N
110020806,VIC,B,F,82,N
110020809,VIC,,,,N
110020811,VIC,,,,N
110020812,SUS,U,U,,N
110020812,VIC,W,F,27,N
110020815,SUS,U,U,,N
110020815,VIC,W,M,47,N
110020817,SUS,U,M,,N
110020817,VIC,A,F,27,N
110020819,ARR,W,M,29,N
110020819,VIC,,,,N
110020820,SUS,U,U,,N
110020820,VIC,B,F,85,N
110020822,SUS,U,U,,N
110020822,VIC,B,M,15,N
110020823,SUS,U,U,,N
110020823,VIC,B,M,49,N
110020824,SUS,B,F,33,N
110020824,VIC,B,F,15,N
110020825,ARR,W,M,27,N
110020825,ARR,W,M,27,N
110020825,ARR,W,M,34,N
110020825,ARR,W,M,34,N
110020825,VIC,,,,N
110020825,VIC,,,,N
110020829,ARR,B,M,17,N
110020829,VIC,B,F,17,N
110020830,SUS,U,U,,N
110020830,VIC,B,M,62,N
110020831,SUS,W,M,,N
110020831,SUS,W,F,,N
110020831,VIC,W,F,31,N
110020832,SUS,U,U,,N
110020832,VIC,B,M,54,N
110020833,SUS,U,U,,N
110020833,VIC,W,F,64,N
110020834,ARR,W,M,45,N
110020834,VIC,,,,N
110020836,SUS,B,M,28,N
110020836,VIC,B,F,55,N
110020836,VIC,B,M,54,N
110020836,VIC,B,F,25,N
110020836,VIC,B,F,27,N
110020838,SUS,U,U,,N
110020838,VIC,B,F,54,N
110020839,SUS,U,U,,N
110020839,VIC,W,F,47,N
110020843,SUS,U,U,,N
110020843,VIC,W,F,30,N
110020844,ARR,W,M,47,N
110020844,VIC,,,,N
110020845,VIC,,,,N
110020846,SUS,B,M,54,N
110020846,VIC,,,,N
110020847,SUS,W,M,16,N
110020847,VIC,W,F,12,N
110020849,SUS,B,M,31,N
110020849,VIC,B,F,23,N
110020850,ARR,B,M,33,N
110020850,VIC,,,,N
110020851,SUS,U,M,,N
110020851,VIC,B,F,12,N
110020853,ARR,W,M,39,N
110020853,ARR,W,F,41,N
110020853,VIC,,,,N
110020856,ARR,B,F,35,N
110020857,SUS,U,U,,N
110020857,VIC,U,U,,N
110020858,ARR,W,F,16,N
110020858,VIC,,,,N
110020859,SUS,B,F,,N
110020859,SUS,B,M,,N
110020859,VIC,B,M,31,N
110020860,SUS,U,U,,N
110020860,VIC,W,M,27,N
110020861,SUS,U,U,,N
110020861,VIC,W,F,37,N
110020861,VIC,B,F,16,N
110020864,SUS,U,U,,N
110020864,VIC,W,M,44,N
110020865,ARR,W,F,17,N
110020865,ARR,W,F,19,N
110020865,VIC,,,,N
110020866,SUS,U,U,,N
110020866,VIC,,,,N
110020867,SUS,U,U,,N
110020867,VIC,,,,N
110020868,SUS,B,M,,Y
110020868,SUS,B,M,,Y
110020868,SUS,B,M,,Y
110020868,SUS,B,M,,Y
110020868,SUS,B,M,,Y
110020868,VIC,B,M,18,Y
110020869,SUS,B,M,,N
110020869,SUS,B,M,,N
110020869,SUS,B,M,,N
110020869,SUS,B,M,,N
110020869,VIC,U,U,,N
110020870,SUS,B,M,54,N
110020870,VIC,B,F,58,N
110020871,SUS,U,U,,N
110020871,VIC,,,,N
110020872,SUS,B,M,,N
110020872,VIC,W,M,19,N
110020873,VIC,W,F,34,N
110020874,ARR,B,M,27,N
110020874,VIC,,,,N
110020874,ARR,B,M,27,N
110020874,VIC,,,,N
110020876,SUS,B,M,45,N
110020876,VIC,B,F,22,N
110020877,SUS,B,F,,N
110020877,SUS,B,F,,N
110020877,SUS,B,M,,N
110020877,SUS,B,M,,N
110020877,SUS,B,M,,N
110020877,SUS,B,M,,N
110020877,VIC,B,M,46,N
110020880,ARR,W,M,21,N
110020880,VIC,,,,N
110020881,SUS,W,M,,N
110020881,SUS,W,M,,N
110020881,SUS,W,M,,N
110020881,VIC,W,M,25,N
110020885,VIC,,,,N
110020887,VIC,,,,N
110020887,VIC,U,U,,N
110020887,VIC,,,,N
110020887,VIC,U,U,,N
110020889,SUS,B,M,22,N
110020889,VIC,W,F,27,N
110020889,VIC,I,F,35,N
110020890,VIC,W,F,39,N
110020891,SUS,U,U,,N
110020891,VIC,W,F,50,N
110020892,VIC,W,F,27,N
110020895,VIC,W,M,22,N
110020896,ARR,W,F,36,N
110020896,VIC,W,M,39,N
110020898,SUS,W,M,18,N
110020898,SUS,W,M,18,N
110020898,SUS,W,M,18,N
110020898,VIC,W,M,21,N
110020899,SUS,W,M,35,N
110020899,VIC,W,F,23,N
110020900,SUS,U,U,,N
110020900,VIC,W,F,43,N
110020904,SUS,U,U,,N
110020904,VIC,W,F,21,N
110020905,SUS,B,M,,N
110020905,VIC,W,M,67,N
110020906,SUS,B,F,29,N
110020906,VIC,B,F,22,N
110020909,SUS,U,U,,N
110020909,VIC,W,F,50,N
110020911,ARR,B,M,27,N
110020911,VIC,,,,N
110020912,SUS,B,M,31,N
110020912,VIC,B,M,59,N
110020913,SUS,U,U,,N
110020913,VIC,W,F,24,N
110020914,SUS,B,F,,N
110020914,VIC,B,F,,N
110020915,SUS,U,U,,N
110020915,VIC,W,F,53,N
110020917,SUS,U,U,,N
110020917,VIC,W,M,28,N
110020918,SUS,U,U,,N
110020918,VIC,W,F,54,N
110020921,SUS,U,U,,N
110020921,VIC,W,F,22,N
110020922,ARR,B,M,26,N
110020922,VIC,,,,N
110020923,SUS,U,U,,N
110020923,VIC,W,M,55,N
110020924,SUS,U,U,,N
110020924,VIC,W,F,51,N
110020925,SUS,U,U,,N
110020925,VIC,W,M,49,N
110020926,SUS,U,U,,N
110020926,VIC,,,,N
110020927,SUS,U,U,,N
110020927,VIC,W,F,49,N
110020929,SUS,U,U,,N
110020929,VIC,B,F,66,N
110020930,SUS,U,U,,N
110020930,VIC,W,F,29,N
110020933,SUS,U,U,,N
110020933,VIC,B,F,31,N
110020933,VIC,B,F,13,N
110020933,VIC,B,M,12,N
110020933,VIC,B,M,9,N
110020933,VIC,B,F,5,N
110020936,SUS,U,U,,N
110020936,VIC,W,M,41,N
110020936,VIC,,,,N
110020937,SUS,U,U,,N
110020937,VIC,W,F,56,N
110020940,SUS,U,U,,N
110020940,VIC,,,,N
110020943,SUS,B,M,14,N
110020943,VIC,B,F,62,N
110020944,SUS,U,U,,N
110020944,VIC,B,M,44,N
110020946,SUS,U,U,,N
110020946,VIC,U,M,,N
110020948,SUS,B,F,23,N
110020948,SUS,B,F,43,N
110020948,SUS,B,M,35,N
110020948,VIC,B,M,29,N
110020949,SUS,U,U,,N
110020949,VIC,,,,N
110020950,SUS,U,U,,N
110020950,VIC,,,,N
110020951,SUS,W,F,37,N
110020951,VIC,W,M,31,N
110020953,SUS,B,M,38,N
110020953,VIC,B,F,16,N
110020956,SUS,B,M,44,N
110020956,VIC,,,,N
110020958,VIC,B,M,38,N
110020961,VIC,B,F,29,N
110020964,SUS,U,U,,N
110020964,VIC,W,M,50,N
110020965,SUS,U,U,,N
110020965,VIC,W,F,30,N
110020966,SUS,W,M,37,N
110020966,VIC,W,F,37,N
110020969,SUS,U,U,,N
110020969,VIC,W,M,39,N
110020971,VIC,,,,N
110020973,SUS,U,U,,N
110020973,VIC,B,M,34,N
110020973,VIC,B,F,31,N
110020974,SUS,B,M,26,N
110020974,VIC,B,F,34,N
110020975,SUS,U,U,,N
110020975,VIC,B,M,53,N
110020978,SUS,W,M,45,N
110020978,VIC,W,M,46,N
110020980,ARR,W,M,28,N
110020980,VIC,,,,N
110020986,SUS,U,U,,N
110020986,VIC,U,M,29,N
110020988,ARR,W,F,50,N
110020988,VIC,,,,N
110020990,SUS,U,U,,N
110020990,VIC,W,M,54,N
110020992,SUS,B,M,19,N
110020992,VIC,W,F,24,N
110020994,SUS,U,U,,N
110020994,VIC,U,U,,N
110020995,SUS,U,U,,N
110020995,VIC,,,,N
110020996,SUS,U,U,,N
110020996,VIC,W,F,42,N
